Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,joy
"Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy",joy
@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.,joy
@clonmacart I'm beaming with glee.,joy
"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",joy
Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch 🙈 soo cute 🐺,joy
@HunterDean_ [he gives a gleeful squeak and wraps around you] All mine!,joy
Happiness is a choice life isn't about pleasing everybody #ALDUB62ndWeeksary,joy
I want the smoky clouds of laughter to swim about you forever more..,joy
It's better to be wetter than it is to be dry'- Thanks for the tip Val. First #GBBO hearty guffaw of the week,joy
@OccasionalGod isn't that the reason horror is popular? the exhilaration that comes from discomfort is enjoyable -- watch The Green Room :D,joy
"#Taurus females are beautiful, sparkling jewels glowing in the moonlight.",joy
No doubt.... #smiling ...the best #medicine 😊😊😊,joy
@jay_roseee but that new breezy &amp; tiller 🔥🔥🔥🔥🔥,joy
"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
I fear that if United bottle this my heart would actually collapse from laughter.,joy
"When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou",joy
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious,joy
The people that call in to POV on KX4 make my night. #hilarious,joy
Rojo is hilarious,joy
Icon is pochama.\nHe is very cute and easily elated.,joy
Well that draw is lively! #EFLCup,joy
"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy
@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious,joy
@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️,joy
@globemartyk 'drunken patroons' make this whole situation much more jovial though.,joy
It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy,joy
"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace #delight",joy
Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617,joy
@lakeline I still find you pleasing.,joy
Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago,joy
"@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal",joy
Watch this amazing live.ly broadcast by @haythatjamile8  #musically,joy
"So is cheerfulness, or a good temper, the more it is spent, the more remains. Ralph Waldo Emerson",joy
Watch this amazing live.ly broadcast by @kaylaaa_sartorious  #musically,joy
brennan cook and breezy should get back together😍😍😍,joy
"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884",joy
Will WHU be old bill free by the time the game with Chelsea comes around? 😂 😂 😂\nThat will be lively to say the least\n#AFC,joy
Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.,joy
#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela,joy
@delon03 can you at least just walk past her and break out into laughter,joy
Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,joy
"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir  #musiclondon",joy
"incetown, age 23, joyful, elevated in hope with the",joy
Only Geo is capable of cheering me up❤️❤️❤️,joy
"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy
@lawson__lynch my kinda girl pleasing the dick right😍😏,joy
Rojo is so bad it's hilarious.,joy
"May a man live well-, and long-enough, to leave many joyful widows behind him.",joy
LOVE LOVE LOVE  #fun #relaxationiskey,joy
Watch this amazing live.ly broadcast by @flydudern  #musically,joy
@howcaniapply @radioscarboro Much to my delight!,joy
"Something about these cool, breezy fall days.. 😍🍂🌾🍁",joy
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up.  #comedy #maybeoneday #hopefullyfunny #LOL,joy
- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batman’s -,joy
"Good morning, Trondheim! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿",joy
angel delight is my everything,joy
Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,joy
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,joy
#GBBO can cheer me up ☺️,joy
"repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)",joy
@BjerkeDanielle @FunnySayings lol that's hilarious,joy
@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy
#blackish always has me #rollin ,joy
"Headed to Montalvo w/@jaxster3—bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016",joy
"@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee",joy
But uncle buck is on tho . #UncleBuck ,joy
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy
@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.,joy
"@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",joy
"Sharpened a pencil today, haven't sharpened once since 1999. ✏️ ",joy
Watch this amazing live.ly broadcast by @swagrman_fan  #musically,joy
"Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.",joy
"The world needs more laughter, more love, and a little more of you. - R.M Drake.",joy
#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!,joy
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 ,joy
@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,joy
"Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good #leadership",joy
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy ,joy
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy
Keep smiling :),joy
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",joy
Love your new show @driverminnie ,joy
@ReginalTSquirge you could add a jaunty bow\nOr bells,joy
Watch this amazing live.ly broadcast by @kana_blender #lively #musically,joy
The irony and hilarity of making Taylor Lautner super cold all the time is not lost on me. God I missed this show 😂#ScreamQueens,joy
And girl I love your perfume there's something bout you 🎧 ,joy
Look forward to the detours because they bring delightful surprises. #lifequote #delight,joy
😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138,joy
I'm still laughing 'Bitch took my pillow' line  #kurt,joy
Accept the challenges so that you can feel the exhilaration of victory.,joy
Bunk ur class📚 at least once in your life time cuz later when u look back good marks will not make u happy but memories😊 will'    -APJ,joy
Finally have all my braces on and I can't stop smiling 😊😊😊😊😊,joy
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy
@enews #breezy deserve it..,joy
@AQpk which was worse than expected and hilarious too. no one will even remember.,joy
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends ",joy
@KWAYNTjoia it's exhilarating,joy
*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),joy
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,joy
"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy
"Anyone know how the #Mariners did today? The mood here seems strangely jubilant! As Meatloaf says, 2 out of 3 ain't bad, unless you win one!",joy
Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.,joy
@Langston_Hunter Yeah bro it eas hella exhilarating,joy
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile,joy
"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'",joy
@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively,joy
ari looks hilarious oh my g d this is too much,joy
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy
#ukedchat A4 Just go outside (or to the gym hall) and play! \n#education #playful #learning,joy
@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx,joy
 @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy
"Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.",joy
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
Lunatic Asylum: The place where optimism most flourishes.,joy
@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro,joy
@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️,joy
"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy
"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",joy
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",joy
@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl  #love,joy
Panda eyed jaunty after watching jaws until late!,joy
@melsey6 oh good girl hope she is cheerful,joy
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",joy
"@AiringOutMyScro \n\n'We'll see, once you're a few drinks in.' \n\nA playful wink is passed to him and, as they pull up into the small lot of -",joy
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,joy
"How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!",joy
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal",joy
"@samvirwin fancy! I have some of those and I have never put them up, I should do that. Also, I vote jaunty angles then no one will judge",joy
@sportinglifecan I keep a down vest or sweater in my pack year round! Helps on chilly mornings or breezy mountain tops! #mysportinglife,joy
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! ,joy
A hearty Jonza! to all my friends and follower.,joy
"By the way, I'm wearing the smile you gave me today. \n#you #me #smile",joy
@Gennneral thanks gen!! Love you miss you happy birthday natong duha 💘💘,joy
@LindseySanford @simplymeasured this makes me giggle with glee!,joy
Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA,joy
Relive Vegas' heyday with Rat Pack tribute,joy
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",joy
"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥",joy
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
jk. started this week strong and it's still going strong. ,joy
"@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.",joy
@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness,joy
"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest ",joy
Sanatana Lopez is definitely me 😂 ,joy
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,joy
"@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle",joy
"The human race has one really effective weapon, and that is laughter. -- Mark Twain",joy
Watch this amazing live.ly broadcast by @rosannahill #lively #musically,joy
I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg,joy
"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",joy
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday  #eatcake",joy
I'm always smiling so that's why I'm always happy 😂,joy
@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨,joy
@Nick_Offerman I'll be there!! Can't wait for all the !,joy
"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy",joy
@BertGatti not had much to cheer about you see 😜😂😂,joy
That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,joy
Queen Bey will be smiling over sixth this afternoon,joy
"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",joy
💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18,joy
Bridesmaid dresses: having carnal delight in addition to separates: RFpBAX,joy
Watch this amazing live.ly broadcast by @huntermcaseyy  #musically,joy
"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' 😭😭😭",joy
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs 🤗,joy
Your future is bright. #Remember,joy
I aspire to have Val's self confidence and optimism tbh 👏💖 #GBBO,joy
@IreneEstry can't wait to see you Hun #cuddles #gossip ,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny",joy
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,joy
Go one extra mile just see her smiling,joy
"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS",joy
He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,joy
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,joy
"Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.",joy
I love how cheery and adoring @JackHoward gets every time he produces new content.,joy
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange,joy
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol ",joy
Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.,joy
I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy
"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)",joy
A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub,joy
Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂,joy
Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,joy
Swear I got the most playful ass bf ever 😂🙄,joy
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 #hilarious,joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents ,joy
@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy
"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live",joy
"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",joy
My future must be bright af.,joy
"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",joy
"I think what 2016 to really needs to round it out is a @cthulhu4america vs @smod2016 twitter debate. End on something joyful, ya know?.",joy
Why would Enrique sub off busquet? #hilarious,joy
Food that gets delivered 😍🙌🏻 #cheering #happy,joy
@CScheiwiller can't stop smiling 😆😆😆,joy
Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,joy
Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious,joy
#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,joy
i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums,joy
She'll be bribing her parents with hearty laughter and giggles :) #Loveet,joy
having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,joy
@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :),joy
Ever wake up and instantly feel happy?,joy
✨you make me happy @EthanDolan @GraysonDolan✨,joy
@yeldarbkered You've got quite the cheery young Souls fan. :),joy
Watch this amazing live.ly broadcast by @arbitraryvlog #lively #musically,joy
"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",joy
"laughter is such a powerful thing and everybody deserves to laugh, if u like shitty romcoms and get a giggle outta planet uranus, power to u",joy
Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.',joy
Make someone happy ^_^,joy
Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,joy
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,joy
@JackHoward the Christmas episode genuinely had me in tears of laughter,joy
Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,joy
#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...,joy
Watch this amazing live.ly broadcast by @thebrandonrobert  #musically,joy
"Ive learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",joy
@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy
"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate",joy
Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically,joy
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,joy
"@bijayjanand\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect 🙏🙏",joy
"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",joy
"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",joy
I'm the reason I smile everyday 💯,joy
"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",joy
"@GreatDismal @Bencjacobs and it’s gleeful because they’re so inspired, so convinced they’re winning and at last have their strongman",joy
#twd comes on soon #happy,joy
"Ready for that nice, breezy, calm, sunshine weather.🍂🍁 #Autumn",joy
Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy
I found #marmite in Australia. `:) #happy,joy
Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.,joy
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy
Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart 😘,joy
I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy
Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy
Watch this amazing live.ly broadcast by @thebrandonrobert #lively #musically,joy
Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617,joy
A cheerful sloth annotated old books about a very good man then the gods ended evil.,joy
It has been medically proven that laughter is an effective pain killer.,joy
I wish there was a #glee version of @ShawnMendes Stitches. @GLEEonFOX #gleekforever,joy
"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",joy
I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤,joy
I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer,joy
I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,joy
"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi",joy
"@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot",joy
It's meant to be!! #happy #happy,joy
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",joy
"Lmboo , using my nephew for meme #hilarious",joy
"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",joy
And girl I love your perfume there's something bout you 🎧 #breezy,joy
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,joy
"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",joy
"@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.",joy
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",joy
"@Harry_Styles 💖\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\n—90,127",joy
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
"I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.",joy
"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.",joy
@gothictana im a delight,joy
some say my lover is a pale green light\nhe hovers high where the moon shines bright,joy
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight,joy
What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg ,joy
"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment …",joy
Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! ❤️,joy
Accept the challenges so that you can feel the exhilaration of victory!!,joy
"@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?💓 96,127",joy
@thetwattickla @NottRihanna lol no it's sparkling wine,joy
@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,joy
@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy
you know it's beauty when the smile is her best curve,joy
Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.,joy
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",joy
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy
@u4uzoma Boss I see you as someone that is jovial and funny. Tho av not met u in person.,joy
"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay",joy
@tomlinmayniac starting my new challenge ! A glee poll every day !,joy
18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,joy
Always doing the EmotionalHedge™ w #WPS\n\nI'm elated about start.  Have I mentioned I'm on TAMU -6?!,joy
@reinervshunter you got this #staystrong #smile #yourebeautiful,joy
@RapeseedOilFans \nWho nose where those scent roses went\nTo a spot in the Orient\nMummified\nIn rapeseed oil fried\nEating drinking &amp; merriment.,joy
"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",joy
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,joy
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",joy
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",joy
Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse,joy
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",joy
Your attitude toward your struggles is equally as important as your actions to work through them. #optimism,joy
Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,joy
I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper #happy #letsdance #dirtydancinginthemoonlight👌,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol",joy
I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18,joy
@bodwell_james did it not just enliven your soul,joy
"When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou",joy
#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy,joy
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,joy
@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright,joy
Watch this amazing live.ly broadcast by @__.mila.__  #musically,joy
"@ClaireBlair27 See, that's how you and Michelle are so cheery!",joy
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy
